sys_time,exp_time,exp_num,exp_cfg_A,exp_cfg_B,exp_cfg_C,launch_mode,gender_sub1,age_sub1,gender_sub2,age_sub2,process,stage,trial,init_step,init_role,gone_step,score_0,score_1,#redeem,#wasted,waste_step,#contribution_0, #contribution_1,duration,current_role,choice,notes
2024-10-30_14:37:43,424.462,574,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-30_14:37:43,424.780,574,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-30_14:37:46,427.321,574,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-30_14:37:46,427.645,574,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:37:46,427.670,574,2,1,1,test,Female,0,Female,0,STAGE_opinion,1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,13.376,-1,null,null
2024-10-30_14:38:02,443.975,574,2,1,1,test,Female,0,Female,0,STAGE_discussion,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,TOPIC/DIFF: 一般情况下，我会避免表露出自己的情绪状态。
2024-10-30_14:38:13,455.027,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-30_14:38:14,455.418,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-30_14:38:17,459.172,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-30_14:38:18,459.469,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:38:21,462.374,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-30_14:38:21,463.063,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:38:23,465.258,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-30_14:38:24,465.510,574,2,1,1,test,Female,0,Female,0,opinion_choice,2,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:38:24,465.534,574,2,1,1,test,Female,0,Female,0,STAGE_opinion,2,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,12.933,-1,null,null
2024-10-30_14:38:37,479.166,574,2,1,1,test,Female,0,Female,0,STAGE_discussion,2,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,TOPIC/DIFF: 我认为门当户对是一项重要的择偶标准。
2024-10-30_14:38:52,493.334,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-30_14:38:52,493.709,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:38:55,497.203,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-30_14:38:55,497.247,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-30_14:38:58,499.745,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-30_14:38:58,499.969,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-30_14:39:00,502.114,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-30_14:39:01,502.554,574,2,1,1,test,Female,0,Female,0,opinion_choice,3,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-30_14:39:01,502.577,574,2,1,1,test,Female,0,Female,0,STAGE_opinion,3,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,13.144,-1,null,null
2024-10-30_14:39:15,516.423,574,2,1,1,test,Female,0,Female,0,STAGE_discussion,3,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,TOPIC/DIFF: 电子竞技是否适合作为体育比赛的项目？
2024-10-30_14:39:49,550.429,574,2,1,1,test,Female,0,Female,0,grid_2,2,10,11,0,5,9,10,1,0,0,1,0,21.541,-1,null,null
2024-10-30_14:40:50,612.263,574,2,1,1,test,Female,0,Female,0,grid_2,2,8,11,0,13,17,16,4,1,4,2,2,57.395,-1,null,null
2024-10-30_14:41:34,655.545,574,2,1,1,test,Female,0,Female,0,grid_2,2,9,11,1,11,18,14,3,0,0,1,2,38.864,-1,null,null
2024-10-30_14:42:44,725.632,574,2,1,1,test,Female,0,Female,0,grid_2,2,11,11,1,13,14,19,4,1,4,2,2,65.649,-1,null,null
2024-10-30_14:42:52,733.962,574,2,1,1,test,Female,0,Female,0,finale,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,null
