exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
38,1440p_debug,1,1,1,2025-01-09_20:19:50,160.33073660032824,solo_SD,1,12,9.586720899678767,0,0,0,-6,-6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:19:59,169.4873732002452,solo_SD,1,13,9.156194299925119,0,0,1,-6,2,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:09,179.47618370037526,solo_SD,1,14,9.988435099832714,1,1,1,6,6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:19,189.38366390019655,solo_SD,1,15,9.907076200004667,0,0,0,-5,-6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:28,198.29696030030027,solo_SD,1,16,8.912911199964583,1,1,1,4,6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:37,207.4961489001289,solo_SD,1,17,9.198858599644154,0,0,0,-6,-4,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:48,218.210752800107,solo_SD,1,18,10.714263999834657,1,1,1,6,6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:20:57,227.97313400032,solo_SD,1,19,9.762002799659967,0,0,1,-5,3,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:08,238.08149560028687,solo_SD,1,20,10.10798650002107,1,1,1,6,6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:18,248.98377370042726,solo_SD,1,21,10.901916800066829,1,0,0,-2,-6,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:27,257.82570590032265,solo_SD,1,22,8.8415568000637,1,1,0,3,-4,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:37,267.0487152002752,solo_SD,1,23,9.222660799976438,1,1,1,4,2,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:47,278.01753950025886,solo_SD,1,24,10.968438999727368,0,0,0,-4,-5,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:21:57,287.2468272000551,solo_SD,1,25,9.22891620034352,0,0,0,-6,-5,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:22:06,296.17948920000345,solo_SD,1,26,8.932307000271976,0,0,0,-6,-2,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:22:14,304.8335716002621,solo_SD,1,27,8.65368720004335,1,0,0,-3,-2,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:22:24,314.31222730036825,solo_SD,1,28,9.478304299991578,0,0,1,-6,1,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:22:33,323.03939880011603,solo_SD,1,29,8.726737800054252,0,0,1,-4,4,null,null,null,null
38,1440p_debug,1,1,1,2025-01-09_20:23:12,362.71038070041686,dual_SD,2,0,20.82901189988479,1,1,1,3,4,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:23:49,399.96529900003225,dual_SD,2,1,37.25455359974876,0,1,0,5,-3,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:24:06,416.9163658004254,dual_SD,2,2,16.95069669978693,1,1,1,6,3,1,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:24:24,434.2769228001125,dual_SD,2,3,17.36014649970457,0,1,0,3,-6,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:24:38,448.4231680002995,dual_SD,2,4,14.145743399858475,0,0,0,-4,-4,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:24:52,462.96892200037837,dual_SD,2,5,14.545347900129855,1,1,1,6,1,1,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:25:11,481.396437600255,dual_SD,2,6,18.427105899900198,0,1,0,3,-5,0,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:25:26,496.81245640013367,dual_SD,2,7,15.415579200256616,0,0,0,-3,-4,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:25:41,512.0173463001847,dual_SD,2,8,15.204478700179607,0,1,1,3,3,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:25:56,526.4235740001313,dual_SD,2,9,14.405802000313997,1,1,1,6,6,1,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:26:12,542.6446887003258,dual_SD,2,10,16.220706299878657,1,1,0,5,-3,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:26:28,558.2451239000075,dual_SD,2,11,15.599991300143301,1,1,0,5,-5,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:26:42,572.3619974004105,dual_SD,2,12,14.116388899739832,0,0,0,-3,-5,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:26:55,586.0172566003166,dual_SD,2,13,13.65476890001446,0,0,0,-4,-4,0,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:27:10,600.6703164000064,dual_SD,2,14,14.652617699932307,1,1,1,5,6,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:27:29,619.2127578002401,dual_SD,2,15,18.542045299895108,1,1,0,5,-5,1,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:27:44,634.7711656000465,dual_SD,2,16,15.557999900076538,1,1,0,3,-6,0,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:28:02,652.5735019003041,dual_SD,2,17,17.801920999772847,1,1,0,3,-4,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:28:16,666.678500900045,dual_SD,2,18,14.104556600097567,0,0,0,-4,-6,0,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:28:30,680.1298681003973,dual_SD,2,19,13.450962800066918,0,0,0,-4,-5,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:28:47,697.3256204002537,dual_SD,2,20,17.19532369961962,1,1,0,5,-3,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:29:05,715.7200884004124,dual_SD,2,21,18.393963699694723,1,1,0,2,-6,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:29:20,730.3033253001049,dual_SD,2,22,14.582743800245225,1,0,0,-3,-1,0,1,0,null
38,1440p_debug,1,1,1,2025-01-09_20:29:34,744.326357900165,dual_SD,2,23,14.022607400082052,0,0,0,-5,-5,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:29:48,758.2584280003794,dual_SD,2,24,13.931596900336444,0,0,0,-4,-6,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:30:01,771.6448816000484,dual_SD,2,25,13.385999199934304,1,1,1,4,5,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:30:15,785.5219835001044,dual_SD,2,26,13.876662599854171,0,0,0,-3,-6,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:30:29,799.0290337000042,dual_SD,2,27,13.506623100023717,1,1,1,2,4,1,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:30:42,812.7796523002908,dual_SD,2,28,13.750203100033104,0,0,0,-4,-4,0,0,0,null
38,1440p_debug,1,1,1,2025-01-09_20:30:56,826.524245200213,dual_SD,2,29,13.744175099767745,0,0,0,-4,-6,0,1,0,null
