sys_time,exp_num,exp_cfg,gender_sub1,age_sub1,gender_sub2,age_sub2,exp_time,lable,sub_id,gs_id,score_total,score_a,score_b,notes
2024-04-16 13:49:28,345,1,Female,0,Female,0,81.278,stage0_sub2_gs6,2,{6},-2,-1,-1,NULL
2024-04-16 13:49:33,345,1,Female,0,Female,0,86.909,stage0_sub2_gs5,2,{5},-2,-1,-1,NULL
2024-04-16 13:49:35,345,1,Female,0,Female,0,88.838,individual_learning_stage1,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:49:39,345,1,Female,0,Female,0,92.394,cooperative_learning_stage1,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:49:43,345,1,Female,0,Female,0,96.091,test_stage1,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:49:46,345,1,Female,0,Female,0,99.918,stage1_sub2_gs1,2,{1},1,1,0,NULL
2024-04-16 13:49:47,345,1,Female,0,Female,0,100.284,stage1_sub1_gs1,1,{1},0,0,0,NULL
2024-04-16 13:49:50,345,1,Female,0,Female,0,103.644,stage1_sub2_gs6,2,{6},1,1,0,NULL
2024-04-16 13:49:51,345,1,Female,0,Female,0,104.744,stage1_sub1_gs6,1,{6},1,1,0,NULL
2024-04-16 13:49:54,345,1,Female,0,Female,0,107.271,stage1_sub1_gs7,1,{7},0,0,0,NULL
2024-04-16 13:49:57,345,1,Female,0,Female,0,110.994,stage1_sub1_gs10,1,{10},0,0,0,NULL
2024-04-16 13:50:00,345,1,Female,0,Female,0,113.659,stage1_sub2_gs7,2,{7},0,0,0,NULL
2024-04-16 13:50:03,345,1,Female,0,Female,0,116.995,stage1_sub2_gs10,2,{10},1,1,0,NULL
2024-04-16 13:50:06,345,1,Female,0,Female,0,119.645,stage1_sub1_gs9,1,{9},2,1,1,NULL
2024-04-16 13:50:08,345,1,Female,0,Female,0,121.25,stage1_sub2_gs9,2,{9},0,0,0,NULL
2024-04-16 13:50:09,345,1,Female,0,Female,0,122.458,stage1_sub1_gs11,1,{11},1,1,0,NULL
2024-04-16 13:50:12,345,1,Female,0,Female,0,125.87,stage1_sub1_gs4,1,{4},0,0,0,NULL
2024-04-16 13:50:13,345,1,Female,0,Female,0,126.04,stage1_sub2_gs11,2,{11},0,0,0,NULL
2024-04-16 13:50:16,345,1,Female,0,Female,0,130.024,stage1_sub2_gs4,2,{4},0,0,0,NULL
2024-04-16 13:50:18,345,1,Female,0,Female,0,131.075,stage1_sub1_gs3,1,{3},0,0,0,NULL
2024-04-16 13:50:21,345,1,Female,0,Female,0,134.087,stage1_sub2_gs3,2,{3},1,0,1,NULL
2024-04-16 13:50:22,345,1,Female,0,Female,0,135.424,stage1_sub1_gs5,1,{5},1,1,0,NULL
2024-04-16 13:50:24,345,1,Female,0,Female,0,138.018,stage1_sub2_gs5,2,{5},1,1,0,NULL
2024-04-16 13:50:27,345,1,Female,0,Female,0,140.468,stage1_sub1_gs2,1,{2},1,1,0,NULL
2024-04-16 13:50:28,345,1,Female,0,Female,0,141.317,stage1_sub2_gs2,2,{2},0,0,0,NULL
2024-04-16 13:50:31,345,1,Female,0,Female,0,144.045,stage1_sub1_gs0,1,{0},1,0,1,NULL
2024-04-16 13:50:31,345,1,Female,0,Female,0,144.349,stage1_sub2_gs0,2,{0},0,0,0,NULL
2024-04-16 13:50:33,345,1,Female,0,Female,0,146.493,stage1_sub1_gs8,1,{8},1,1,0,NULL
2024-04-16 13:50:34,345,1,Female,0,Female,0,147.387,stage1_sub2_gs8,2,{8},0,0,0,NULL
2024-04-16 13:50:36,345,1,Female,0,Female,0,149.421,rest_scan_stage2,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:50:40,345,1,Female,0,Female,0,153.049,intro_stage2,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:50:47,345,1,Female,0,Female,0,160.131,individual_learning_stage2,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:50:51,345,1,Female,0,Female,0,164.036,cooperative_learning_stage2,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:50:55,345,1,Female,0,Female,0,168.049,test_stage2,0,-1,NULL,NULL,NULL,NULL
2024-04-16 13:50:59,345,1,Female,0,Female,0,172.621,stage2_sub2_gs8,2,{8},0,0,0,NULL
2024-04-16 13:51:00,345,1,Female,0,Female,0,173.872,stage2_sub1_gs8,1,{8},1,0,1,NULL
2024-04-16 13:51:03,345,1,Female,0,Female,0,176.484,stage2_sub1_gs6,1,{6},1,1,0,NULL
2024-04-16 13:51:04,345,1,Female,0,Female,0,177.219,stage2_sub2_gs6,2,{6},1,1,0,NULL
2024-04-16 13:51:07,345,1,Female,0,Female,0,181.015,stage2_sub1_gs7,1,{7},0,0,0,NULL
2024-04-16 13:51:12,345,1,Female,0,Female,0,185.995,stage2_sub2_gs7,2,{7},0,0,0,NULL
2024-04-16 13:51:14,345,1,Female,0,Female,0,187.688,stage2_sub1_gs10,1,{10},0,0,0,NULL
2024-04-16 13:51:16,345,1,Female,0,Female,0,189.171,stage2_sub2_gs10,2,{10},1,1,0,NULL
2024-04-16 13:51:17,345,1,Female,0,Female,0,190.282,stage2_sub1_gs0,1,{0},0,0,0,NULL
2024-04-16 13:51:21,345,1,Female,0,Female,0,194.188,stage2_sub1_gs1,1,{1},1,1,0,NULL
2024-04-16 13:51:21,345,1,Female,0,Female,0,194.747,stage2_sub2_gs0,2,{0},1,0,1,NULL
2024-04-16 13:51:24,345,1,Female,0,Female,0,197.165,stage2_sub1_gs3,1,{3},1,1,0,NULL
2024-04-16 13:51:25,345,1,Female,0,Female,0,198.056,stage2_sub2_gs1,2,{1},1,0,1,NULL
2024-04-16 13:51:28,345,1,Female,0,Female,0,201.649,stage2_sub1_gs5,1,{5},1,0,1,NULL
2024-04-16 13:51:29,345,1,Female,0,Female,0,202.064,stage2_sub2_gs3,2,{3},1,1,0,NULL
2024-04-16 13:51:32,345,1,Female,0,Female,0,205.845,stage2_sub2_gs5,2,{5},0,0,0,NULL
2024-04-16 13:51:32,345,1,Female,0,Female,0,206.021,stage2_sub1_gs11,1,{11},0,0,0,NULL
2024-04-16 13:51:36,345,1,Female,0,Female,0,209.13,stage2_sub1_gs9,1,{9},0,0,0,NULL
2024-04-16 13:51:38,345,1,Female,0,Female,0,211.069,stage2_sub2_gs11,2,{11},0,0,0,NULL
2024-04-16 13:51:41,345,1,Female,0,Female,0,214.563,stage2_sub1_gs2,1,{2},1,0,1,NULL
2024-04-16 13:51:41,345,1,Female,0,Female,0,214.729,stage2_sub2_gs9,2,{9},0,0,0,NULL
2024-04-16 13:51:44,345,1,Female,0,Female,0,217.59,stage2_sub1_gs4,1,{4},0,0,0,NULL
2024-04-16 13:51:46,345,1,Female,0,Female,0,219.492,stage2_sub2_gs2,2,{2},0,0,0,NULL
2024-04-16 13:51:51,345,1,Female,0,Female,0,224.149,stage2_sub2_gs4,2,{4},0,0,0,NULL
2024-04-16 13:51:51,345,1,Female,0,Female,0,224.181,end,0,-1,NULL,NULL,NULL,NULL
